transaction_id,region,store_id,latitude,longitude,date,transaction_time,shift,day_of_week,season,sales,product_category,product_sku,quantity,promotion,weather,store_size,staff_count,customer_type,payment_method
T-846,Sur,S-17,18.367993,-93.044672,9/19/2024,12:45:00,tarde,thursday,otoÃ±o,82.31,Reposteria,Muffin,4,No,lluvioso,mediana,11,Nuevo,Efectivo
T-847,Sur,S-17,18.367993,-93.044672,12/4/2024,18:40:00,noche,wednesday,invierno,28.81,Cafes,Americano,4,No,frio,mediana,11,Nuevo,Efectivo
T-848,Este,S-32,19.292026,-98.918549,5/24/2024,11:56:00,maÃ±ana,friday,primavera,33.03,Snacks Salados,Palomitas,3,Si,soleado,grande,15,Recurrente,Efectivo
T-849,Oeste,S-45,20.347419,-103.247643,11/19/2024,17:22:00,tarde,tuesday,otoÃ±o,41.25,Tes,Te Verde,3,No,lluvioso,mediana,10,Recurrente,Tarjeta
T-850,Oeste,S-45,20.347419,-103.247643,7/19/2024,16:30:00,tarde,friday,verano,13.97,Cafes,Latte,1,No,soleado,mediana,10,Recurrente,Tarjeta
T-851,Sur,S-16,18.173285,-92.918518,2/29/2024,8:42:00,maÃ±ana,thursday,invierno,19.67,Tes,Te Chai,2,No,frio,mediana,11,Recurrente,Digital
T-852,Sur,S-16,18.173285,-92.918518,12/17/2024,8:17:00,maÃ±ana,tuesday,invierno,14.85,Reposteria,Croissant,1,No,frio,mediana,11,Recurrente,Digital
T-853,Este,S-28,19.540583,-99.105888,1/28/2024,11:14:00,maÃ±ana,sunday,invierno,39.96,Reposteria,Muffin,3,No,lluvioso,grande,12,Recurrente,Tarjeta
T-854,Oeste,S-40,20.708795,-103.539407,3/7/2024,12:46:00,tarde,thursday,primavera,64.51,Reposteria,Muffin,3,No,soleado,pequeña,7,Recurrente,Digital
T-855,Norte,S-14,25.590542,-100.428916,3/21/2024,21:55:00,noche,thursday,primavera,21.47,Cafes,Latte,3,No,soleado,mediana,11,Nuevo,Tarjeta
T-856,Este,S-34,19.676637,-99.212268,9/5/2024,8:19:00,maÃ±ana,thursday,otoÃ±o,37.5,Cafes,Americano,3,Si,soleado,grande,14,Recurrente,Efectivo
T-857,Este,S-34,19.676637,-99.212268,3/8/2024,20:55:00,noche,friday,primavera,62.13,Cafes,Americano,5,Si,soleado,grande,14,Recurrente,Efectivo
T-858,Este,S-34,19.676637,-99.212268,10/28/2024,13:53:00,tarde,monday,otoÃ±o,72.66,Reposteria,Croissant,5,No,lluvioso,grande,14,Recurrente,Efectivo
T-859,Oeste,S-42,20.57922,-103.574143,7/11/2024,6:14:00,maÃ±ana,thursday,verano,70.84,Reposteria,Donut,3,No,soleado,pequeña,5,Recurrente,Digital
T-860,Oeste,S-47,20.310522,-103.444305,10/6/2024,15:14:00,tarde,sunday,otoÃ±o,42.53,Cafes,Latte,4,No,soleado,pequeña,6,Recurrente,Tarjeta
T-861,Norte,S-7,25.735596,-100.143284,4/16/2024,21:37:00,noche,tuesday,primavera,51.17,Cafes,Espresso,5,No,soleado,mediana,8,Nuevo,Digital
T-862,Norte,S-7,25.735596,-100.143284,5/9/2024,17:21:00,tarde,thursday,primavera,68.57,Cafes,Americano,5,No,soleado,mediana,8,Nuevo,Digital
T-863,Norte,S-7,25.735596,-100.143284,9/7/2024,14:41:00,tarde,saturday,otoÃ±o,54.35,Cafes,Americano,4,No,soleado,mediana,8,Nuevo,Digital
T-864,Sur,S-25,17.881366,-93.051355,3/23/2024,12:10:00,tarde,saturday,primavera,9.95,Tes,Te Verde,1,No,soleado,mediana,8,Nuevo,Efectivo
T-865,Sur,S-25,17.881366,-93.051355,10/7/2024,12:18:00,tarde,monday,otoÃ±o,33.45,Tes,Te Chai,3,No,soleado,mediana,8,Nuevo,Efectivo
T-866,Sur,S-25,17.881366,-93.051355,3/25/2024,10:43:00,maÃ±ana,monday,primavera,41.31,Reposteria,Donut,3,No,soleado,mediana,8,Nuevo,Efectivo
T-867,Norte,S-11,25.414327,-100.378008,1/6/2024,7:09:00,maÃ±ana,saturday,invierno,20.98,Cafes,Latte,3,No,lluvioso,mediana,11,Recurrente,Digital
T-868,Norte,S-11,25.414327,-100.378008,6/18/2024,10:29:00,maÃ±ana,tuesday,verano,41.5,Tes,Te Verde,3,No,soleado,mediana,11,Recurrente,Digital
T-869,Sur,S-18,18.031133,-92.683976,10/26/2024,14:39:00,tarde,saturday,otoÃ±o,65.19,Snacks Salados,Palomitas,5,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-870,Sur,S-18,18.031133,-92.683976,4/20/2024,8:36:00,maÃ±ana,saturday,primavera,44.15,Cafes,Americano,5,No,soleado,mediana,8,Recurrente,Tarjeta
T-871,Sur,S-18,18.031133,-92.683976,8/30/2024,6:50:00,maÃ±ana,friday,verano,11.15,Cafes,Latte,1,No,soleado,mediana,8,Recurrente,Tarjeta
T-872,Sur,S-21,17.62616,-93.165181,3/11/2024,15:27:00,tarde,monday,primavera,8.93,Tes,Te Negro,1,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-873,Sur,S-21,17.62616,-93.165181,6/8/2024,20:33:00,noche,saturday,verano,28.91,Cafes,Americano,2,No,soleado,pequeña,5,Nuevo,Efectivo
T-874,Este,S-32,19.292026,-98.918549,12/16/2024,9:41:00,maÃ±ana,monday,invierno,33.84,Cafes,Espresso,4,No,lluvioso,grande,15,Recurrente,Digital
T-875,Este,S-32,19.292026,-98.918549,10/13/2024,19:24:00,noche,sunday,otoÃ±o,8.61,Cafes,Americano,1,No,lluvioso,grande,15,Recurrente,Digital
T-876,Este,S-32,19.292026,-98.918549,6/7/2024,8:58:00,maÃ±ana,friday,verano,57.36,Cafes,Latte,5,No,soleado,grande,15,Recurrente,Digital
T-877,Sur,S-18,18.031133,-92.683976,10/19/2024,21:38:00,noche,saturday,otoÃ±o,26.91,Tes,Te Chai,5,No,lluvioso,mediana,8,Nuevo,Digital
T-878,Sur,S-18,18.031133,-92.683976,3/19/2024,13:55:00,tarde,tuesday,primavera,12.11,Cafes,Latte,1,No,soleado,mediana,8,Nuevo,Digital
T-879,Sur,S-18,18.031133,-92.683976,5/22/2024,19:41:00,noche,wednesday,primavera,20.08,Tes,Te Negro,3,No,soleado,mediana,8,Nuevo,Digital
T-880,Este,S-27,19.579438,-99.476078,2/3/2024,10:09:00,maÃ±ana,saturday,invierno,6.99,Cafes,Espresso,1,No,lluvioso,mediana,11,Nuevo,Digital
T-881,Este,S-27,19.579438,-99.476078,1/2/2024,10:22:00,maÃ±ana,tuesday,invierno,9.63,Cafes,Americano,1,No,frio,mediana,11,Nuevo,Digital
T-882,Norte,S-12,25.508897,-100.543849,3/27/2024,13:40:00,tarde,wednesday,primavera,23.62,Cafes,Americano,2,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-883,Norte,S-12,25.508897,-100.543849,1/28/2024,8:11:00,maÃ±ana,sunday,invierno,27.53,Cafes,Espresso,4,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-884,Oeste,S-45,20.347419,-103.247643,2/17/2024,16:23:00,tarde,saturday,invierno,81.22,Reposteria,Donut,4,No,lluvioso,mediana,10,Recurrente,Tarjeta
T-885,Oeste,S-45,20.347419,-103.247643,7/16/2024,10:13:00,maÃ±ana,tuesday,verano,60.69,Reposteria,Croissant,3,No,soleado,mediana,10,Recurrente,Tarjeta
T-886,Este,S-36,19.486344,-98.958869,2/16/2024,13:16:00,tarde,friday,invierno,11.31,Tes,Te Verde,1,No,frio,grande,12,Recurrente,Digital
T-887,Este,S-36,19.486344,-98.958869,10/27/2024,10:24:00,maÃ±ana,sunday,otoÃ±o,15.24,Cafes,Latte,3,No,soleado,grande,12,Recurrente,Digital
T-888,Oeste,S-42,20.57922,-103.574143,7/2/2024,9:34:00,maÃ±ana,tuesday,verano,38.26,Cafes,Latte,4,No,soleado,pequeña,5,Nuevo,Efectivo
T-889,Oeste,S-42,20.57922,-103.574143,5/4/2024,8:38:00,maÃ±ana,saturday,primavera,57.16,Cafes,Espresso,4,Si,lluvioso,pequeña,5,Nuevo,Efectivo
T-890,Este,S-28,19.540583,-99.105888,10/30/2024,10:10:00,maÃ±ana,wednesday,otoÃ±o,122.93,Reposteria,Donut,5,No,lluvioso,grande,12,Recurrente,Tarjeta
T-891,Este,S-28,19.540583,-99.105888,6/19/2024,12:05:00,tarde,wednesday,verano,19.96,Cafes,Latte,3,No,soleado,grande,12,Recurrente,Tarjeta
T-892,Norte,S-12,25.508897,-100.543849,2/11/2024,7:27:00,maÃ±ana,sunday,invierno,78.07,Reposteria,Muffin,5,No,frio,mediana,10,Recurrente,Tarjeta
T-893,Norte,S-12,25.508897,-100.543849,2/21/2024,17:25:00,tarde,wednesday,invierno,82.37,Snacks Salados,Palomitas,4,No,frio,mediana,10,Recurrente,Tarjeta
T-894,Norte,S-9,25.645967,-100.493547,5/24/2024,21:38:00,noche,friday,primavera,58.81,Tes,Te Chai,4,No,lluvioso,mediana,10,Recurrente,Tarjeta
T-895,Norte,S-9,25.645967,-100.493547,4/1/2024,14:23:00,tarde,monday,primavera,44.91,Tes,Te Verde,5,No,lluvioso,mediana,10,Recurrente,Tarjeta
T-896,Este,S-32,19.292026,-98.918549,4/18/2024,6:21:00,maÃ±ana,thursday,primavera,31.6,Reposteria,Croissant,2,No,lluvioso,grande,15,Nuevo,Efectivo
T-897,Este,S-32,19.292026,-98.918549,8/3/2024,9:43:00,maÃ±ana,saturday,verano,33.85,Tes,Te Verde,4,No,soleado,grande,15,Nuevo,Efectivo
T-898,Norte,S-11,25.414327,-100.378008,10/21/2024,17:29:00,tarde,monday,otoÃ±o,22.18,Cafes,Americano,4,No,soleado,mediana,11,Nuevo,Tarjeta
T-899,Norte,S-11,25.414327,-100.378008,11/20/2024,9:32:00,maÃ±ana,wednesday,otoÃ±o,73.73,Reposteria,Donut,3,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-900,Sur,S-25,17.881366,-93.051355,3/17/2024,11:37:00,maÃ±ana,sunday,primavera,38.59,Cafes,Americano,4,No,lluvioso,mediana,8,Nuevo,Digital
T-901,Sur,S-25,17.881366,-93.051355,8/23/2024,10:43:00,maÃ±ana,friday,verano,38.01,Tes,Te Chai,3,No,soleado,mediana,8,Nuevo,Digital
T-902,Sur,S-19,18.084316,-92.658134,1/9/2024,14:40:00,tarde,tuesday,invierno,8.96,Tes,Te Chai,1,No,frio,pequeña,7,Recurrente,Tarjeta
T-903,Sur,S-19,18.084316,-92.658134,2/18/2024,7:40:00,maÃ±ana,sunday,invierno,35.67,Tes,Te Chai,3,No,lluvioso,pequeña,7,Recurrente,Tarjeta
T-904,Sur,S-19,18.084316,-92.658134,8/22/2024,8:23:00,maÃ±ana,thursday,verano,14.8,Cafes,Americano,1,No,soleado,pequeña,7,Recurrente,Tarjeta
T-905,Este,S-28,19.540583,-99.105888,4/4/2024,20:46:00,noche,thursday,primavera,18.56,Reposteria,Croissant,1,No,soleado,grande,12,Nuevo,Tarjeta
T-906,Este,S-28,19.540583,-99.105888,10/3/2024,19:44:00,noche,thursday,otoÃ±o,18.74,Cafes,Espresso,2,No,soleado,grande,12,Nuevo,Tarjeta
T-907,Este,S-28,19.540583,-99.105888,12/9/2024,9:58:00,maÃ±ana,monday,invierno,10.28,Reposteria,Croissant,1,No,frio,grande,12,Nuevo,Tarjeta
T-908,Sur,S-18,18.031133,-92.683976,2/19/2024,6:45:00,maÃ±ana,monday,invierno,33.28,Cafes,Americano,3,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-909,Sur,S-18,18.031133,-92.683976,11/21/2024,16:24:00,tarde,thursday,otoÃ±o,45.59,Snacks Salados,Chips,3,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-910,Norte,S-14,25.590542,-100.428916,12/10/2024,9:02:00,maÃ±ana,tuesday,invierno,84.88,Reposteria,Donut,4,Si,frio,mediana,11,Nuevo,Digital
T-911,Norte,S-14,25.590542,-100.428916,6/10/2024,15:01:00,tarde,monday,verano,21.3,Cafes,Americano,2,No,soleado,mediana,11,Nuevo,Digital
T-912,Sur,S-16,18.173285,-92.918518,7/12/2024,12:06:00,tarde,friday,verano,6.79,Tes,Te Verde,1,No,soleado,mediana,11,Nuevo,Tarjeta
T-913,Sur,S-16,18.173285,-92.918518,7/28/2024,7:26:00,maÃ±ana,sunday,verano,58.36,Snacks Salados,Pretzels,3,No,soleado,mediana,11,Nuevo,Tarjeta
T-914,Sur,S-16,18.173285,-92.918518,9/29/2024,9:31:00,maÃ±ana,sunday,otoÃ±o,13.55,Cafes,Espresso,2,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-915,Este,S-30,19.248558,-98.792887,12/15/2024,21:37:00,noche,sunday,invierno,38.57,Snacks Salados,Pretzels,2,No,lluvioso,mediana,10,Nuevo,Digital
T-916,Este,S-30,19.248558,-98.792887,9/14/2024,21:01:00,noche,saturday,otoÃ±o,101.33,Reposteria,Muffin,5,No,lluvioso,mediana,10,Nuevo,Digital
T-917,Este,S-30,19.248558,-98.792887,11/3/2024,21:35:00,noche,sunday,otoÃ±o,92.48,Reposteria,Muffin,4,No,soleado,mediana,10,Nuevo,Digital
T-918,Sur,S-21,17.62616,-93.165181,2/3/2024,19:36:00,noche,saturday,invierno,37.09,Tes,Te Negro,5,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-919,Sur,S-21,17.62616,-93.165181,11/24/2024,10:53:00,maÃ±ana,sunday,otoÃ±o,48.87,Reposteria,Muffin,2,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-920,Sur,S-21,17.62616,-93.165181,12/12/2024,16:30:00,tarde,thursday,invierno,31.12,Cafes,Espresso,3,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-921,Sur,S-19,18.084316,-92.658134,7/5/2024,10:40:00,maÃ±ana,friday,verano,13.47,Tes,Te Chai,1,No,soleado,pequeña,7,Nuevo,Tarjeta
T-922,Sur,S-19,18.084316,-92.658134,7/30/2024,13:58:00,tarde,tuesday,verano,16.6,Cafes,Espresso,2,No,soleado,pequeña,7,Nuevo,Tarjeta
T-923,Sur,S-19,18.084316,-92.658134,9/8/2024,14:21:00,tarde,sunday,otoÃ±o,42.73,Tes,Te Chai,4,No,lluvioso,pequeña,7,Nuevo,Tarjeta
T-924,Sur,S-19,18.084316,-92.658134,7/8/2024,17:18:00,tarde,monday,verano,16.09,Tes,Te Negro,2,No,soleado,pequeña,7,Nuevo,Efectivo
T-925,Sur,S-19,18.084316,-92.658134,3/20/2024,17:08:00,tarde,wednesday,primavera,15.84,Tes,Te Chai,3,No,soleado,pequeña,7,Nuevo,Efectivo
T-926,Oeste,S-38,20.991338,-103.382519,7/5/2024,17:55:00,tarde,friday,verano,50.22,Reposteria,Croissant,4,No,soleado,mediana,11,Recurrente,Efectivo
T-927,Sur,S-21,17.62616,-93.165181,7/12/2024,21:41:00,noche,friday,verano,55.89,Cafes,Americano,4,No,soleado,pequeña,5,Recurrente,Digital
T-928,Norte,S-15,25.561765,-100.504483,4/24/2024,10:49:00,maÃ±ana,wednesday,primavera,94.76,Reposteria,Croissant,4,No,soleado,mediana,9,Nuevo,Tarjeta
T-929,Sur,S-24,17.811879,-92.838952,7/23/2024,14:32:00,tarde,tuesday,verano,51.89,Cafes,Americano,5,No,soleado,pequeña,7,Nuevo,Digital
T-930,Sur,S-24,17.811879,-92.838952,10/17/2024,13:16:00,tarde,thursday,otoÃ±o,24.35,Tes,Te Negro,2,No,soleado,pequeña,7,Nuevo,Digital
T-931,Sur,S-24,17.811879,-92.838952,5/16/2024,12:47:00,tarde,thursday,primavera,21.83,Reposteria,Muffin,2,No,soleado,pequeña,7,Nuevo,Digital
T-932,Este,S-30,19.248558,-98.792887,6/12/2024,12:12:00,tarde,wednesday,verano,6,Tes,Te Chai,1,No,soleado,mediana,10,Nuevo,Efectivo
T-933,Este,S-30,19.248558,-98.792887,6/2/2024,16:27:00,tarde,sunday,verano,51.69,Reposteria,Muffin,4,No,soleado,mediana,10,Nuevo,Efectivo
T-934,Oeste,S-39,20.471604,-103.552298,11/19/2024,10:30:00,maÃ±ana,tuesday,otoÃ±o,41.21,Reposteria,Croissant,3,No,lluvioso,pequeña,6,Recurrente,Tarjeta
T-935,Oeste,S-39,20.471604,-103.552298,9/14/2024,9:07:00,maÃ±ana,saturday,otoÃ±o,33.16,Cafes,Espresso,5,No,soleado,pequeña,6,Recurrente,Tarjeta
T-936,Oeste,S-39,20.471604,-103.552298,6/4/2024,9:21:00,maÃ±ana,tuesday,verano,12.17,Tes,Te Negro,2,No,soleado,pequeña,6,Recurrente,Tarjeta
T-937,Sur,S-20,18.051382,-92.783843,2/22/2024,16:13:00,tarde,thursday,invierno,54.09,Tes,Te Verde,4,No,frio,pequeña,7,Recurrente,Tarjeta
T-938,Sur,S-20,18.051382,-92.783843,8/30/2024,15:49:00,tarde,friday,verano,68.53,Reposteria,Muffin,3,No,soleado,pequeña,7,Recurrente,Tarjeta
T-939,Sur,S-22,17.82101,-93.283666,6/10/2024,15:36:00,tarde,monday,verano,9.04,Tes,Te Chai,1,No,soleado,mediana,11,Recurrente,Digital
T-940,Sur,S-22,17.82101,-93.283666,3/12/2024,20:01:00,noche,tuesday,primavera,26.2,Cafes,Americano,3,No,soleado,mediana,11,Recurrente,Digital
T-941,Este,S-36,19.486344,-98.958869,4/20/2024,15:54:00,tarde,saturday,primavera,19.59,Cafes,Latte,2,No,lluvioso,grande,12,Nuevo,Digital
T-942,Este,S-36,19.486344,-98.958869,7/18/2024,17:31:00,tarde,thursday,verano,30.07,Cafes,Americano,5,No,soleado,grande,12,Nuevo,Digital
T-943,Este,S-36,19.486344,-98.958869,7/8/2024,14:07:00,tarde,monday,verano,12.75,Tes,Te Negro,1,No,soleado,grande,12,Nuevo,Digital
T-944,Oeste,S-37,20.784051,-103.433094,8/12/2024,10:34:00,maÃ±ana,monday,verano,71.86,Reposteria,Croissant,5,No,soleado,mediana,8,Nuevo,Efectivo
T-945,Sur,S-24,17.811879,-92.838952,4/4/2024,7:29:00,maÃ±ana,thursday,primavera,37.43,Tes,Te Negro,3,No,lluvioso,pequeña,7,Nuevo,Tarjeta
T-946,Este,S-28,19.540583,-99.105888,1/25/2024,18:58:00,noche,thursday,invierno,13.73,Cafes,Espresso,1,No,lluvioso,grande,12,Recurrente,Tarjeta
T-947,Este,S-28,19.540583,-99.105888,5/24/2024,17:04:00,tarde,friday,primavera,12.99,Tes,Te Negro,1,No,soleado,grande,12,Recurrente,Tarjeta
T-948,Norte,S-5,25.312026,-100.641144,5/21/2024,17:09:00,tarde,tuesday,primavera,51.39,Cafes,Americano,5,No,lluvioso,grande,14,Recurrente,Digital
T-949,Norte,S-5,25.312026,-100.641144,10/21/2024,10:53:00,maÃ±ana,monday,otoÃ±o,22.77,Cafes,Latte,3,No,lluvioso,grande,14,Recurrente,Digital
T-950,Norte,S-5,25.312026,-100.641144,6/16/2024,17:42:00,tarde,sunday,verano,36.45,Cafes,Americano,3,No,soleado,grande,14,Recurrente,Digital
T-951,Sur,S-20,18.051382,-92.783843,1/14/2024,12:49:00,tarde,sunday,invierno,42.85,Tes,Te Verde,3,No,frio,pequeña,7,Nuevo,Efectivo
T-952,Sur,S-20,18.051382,-92.783843,3/24/2024,14:14:00,tarde,sunday,primavera,48.33,Reposteria,Muffin,2,No,soleado,pequeña,7,Nuevo,Efectivo
T-953,Norte,S-14,25.590542,-100.428916,8/16/2024,13:13:00,tarde,friday,verano,25.25,Reposteria,Donut,2,Si,soleado,mediana,11,Nuevo,Tarjeta
T-954,Este,S-32,19.292026,-98.918549,6/11/2024,13:05:00,tarde,tuesday,verano,46.72,Reposteria,Croissant,4,No,soleado,grande,15,Recurrente,Digital
T-955,Este,S-27,19.579438,-99.476078,6/30/2024,8:53:00,maÃ±ana,sunday,verano,36.04,Cafes,Americano,3,No,soleado,mediana,11,Nuevo,Tarjeta
T-956,Oeste,S-47,20.310522,-103.444305,1/24/2024,7:11:00,maÃ±ana,wednesday,invierno,25.25,Cafes,Latte,2,No,frio,pequeña,6,Recurrente,Digital
T-957,Sur,S-24,17.811879,-92.838952,3/21/2024,13:59:00,tarde,thursday,primavera,47.75,Reposteria,Donut,2,No,soleado,pequeña,7,Recurrente,Digital
T-958,Sur,S-24,17.811879,-92.838952,4/14/2024,11:23:00,maÃ±ana,sunday,primavera,13.89,Tes,Te Verde,1,No,lluvioso,pequeña,7,Recurrente,Digital
T-959,Este,S-35,19.085551,-98.802691,3/21/2024,8:57:00,maÃ±ana,thursday,primavera,9.64,Cafes,Latte,1,No,soleado,mediana,11,Nuevo,Tarjeta
T-960,Este,S-35,19.085551,-98.802691,3/9/2024,18:19:00,noche,saturday,primavera,20.8,Tes,Te Chai,2,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-961,Norte,S-9,25.645967,-100.493547,3/14/2024,6:47:00,maÃ±ana,thursday,primavera,66.97,Reposteria,Croissant,5,No,soleado,mediana,10,Nuevo,Efectivo
T-962,Norte,S-9,25.645967,-100.493547,6/17/2024,15:42:00,tarde,monday,verano,38.34,Tes,Te Negro,5,No,soleado,mediana,10,Nuevo,Efectivo
T-963,Oeste,S-43,21.05773,-103.341979,7/16/2024,13:11:00,tarde,tuesday,verano,7.38,Cafes,Americano,1,No,soleado,mediana,10,Nuevo,Efectivo
T-964,Este,S-31,19.58313,-99.357508,11/17/2024,21:28:00,noche,sunday,otoÃ±o,62.25,Tes,Te Chai,5,No,soleado,mediana,8,Nuevo,Tarjeta
T-965,Sur,S-22,17.82101,-93.283666,12/5/2024,8:48:00,maÃ±ana,thursday,invierno,58.59,Cafes,Espresso,4,No,lluvioso,mediana,11,Recurrente,Tarjeta
T-966,Norte,S-8,25.84766,-100.380484,3/5/2024,20:28:00,noche,tuesday,primavera,66,Tes,Te Verde,5,No,lluvioso,mediana,9,Recurrente,Efectivo
T-967,Norte,S-8,25.84766,-100.380484,4/23/2024,13:46:00,tarde,tuesday,primavera,51.25,Tes,Te Verde,5,No,lluvioso,mediana,9,Recurrente,Efectivo
T-968,Norte,S-11,25.414327,-100.378008,2/21/2024,17:40:00,tarde,wednesday,invierno,48.65,Snacks Salados,Palomitas,2,No,frio,mediana,11,Nuevo,Tarjeta
T-969,Norte,S-11,25.414327,-100.378008,1/26/2024,21:18:00,noche,friday,invierno,48.17,Snacks Salados,Pretzels,4,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-970,Oeste,S-46,20.893363,-103.411872,4/16/2024,18:03:00,noche,tuesday,primavera,26.14,Cafes,Espresso,2,No,lluvioso,pequeña,5,Recurrente,Digital
T-971,Este,S-26,19.56874,-98.971744,5/7/2024,18:14:00,noche,tuesday,primavera,10.86,Cafes,Espresso,1,No,lluvioso,mediana,8,Nuevo,Digital
T-972,Este,S-26,19.56874,-98.971744,3/13/2024,14:00:00,tarde,wednesday,primavera,10.98,Tes,Te Negro,1,No,soleado,mediana,8,Nuevo,Digital
T-973,Norte,S-8,25.84766,-100.380484,3/19/2024,11:21:00,maÃ±ana,tuesday,primavera,55.33,Snacks Salados,Chips,4,No,lluvioso,mediana,9,Recurrente,Digital
T-974,Norte,S-8,25.84766,-100.380484,3/27/2024,21:48:00,noche,wednesday,primavera,11.03,Cafes,Latte,1,No,lluvioso,mediana,9,Recurrente,Digital
T-975,Norte,S-8,25.84766,-100.380484,9/10/2024,21:26:00,noche,tuesday,otoÃ±o,58.81,Reposteria,Croissant,3,No,soleado,mediana,9,Recurrente,Digital
T-976,Sur,S-23,17.775733,-93.266699,2/21/2024,15:15:00,tarde,wednesday,invierno,38.43,Cafes,Espresso,3,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-977,Sur,S-23,17.775733,-93.266699,10/16/2024,10:55:00,maÃ±ana,wednesday,otoÃ±o,57.13,Cafes,Latte,5,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-978,Sur,S-16,18.173285,-92.918518,7/20/2024,12:22:00,tarde,saturday,verano,40.91,Tes,Te Chai,4,No,soleado,mediana,11,Recurrente,Tarjeta
T-979,Sur,S-16,18.173285,-92.918518,8/9/2024,12:13:00,tarde,friday,verano,42.62,Tes,Te Verde,3,No,soleado,mediana,11,Recurrente,Tarjeta
T-980,Oeste,S-44,20.332428,-103.711907,5/7/2024,6:20:00,maÃ±ana,tuesday,primavera,19.82,Tes,Te Negro,3,No,lluvioso,mediana,11,Recurrente,Tarjeta
T-981,Oeste,S-44,20.332428,-103.711907,3/29/2024,18:21:00,noche,friday,primavera,16.12,Tes,Te Negro,2,No,lluvioso,mediana,11,Recurrente,Tarjeta
T-982,Oeste,S-40,20.708795,-103.539407,7/14/2024,11:31:00,maÃ±ana,sunday,verano,43.78,Cafes,Espresso,3,No,soleado,pequeña,7,Nuevo,Tarjeta
T-983,Oeste,S-38,20.991338,-103.382519,10/13/2024,15:39:00,tarde,sunday,otoÃ±o,58.16,Cafes,Latte,5,No,soleado,mediana,11,Recurrente,Tarjeta
T-984,Oeste,S-38,20.991338,-103.382519,6/23/2024,15:08:00,tarde,sunday,verano,73.68,Reposteria,Muffin,3,No,soleado,mediana,11,Recurrente,Tarjeta
T-985,Sur,S-16,18.173285,-92.918518,12/7/2024,18:31:00,noche,saturday,invierno,33.21,Reposteria,Muffin,2,No,frio,mediana,11,Nuevo,Digital
T-986,Sur,S-16,18.173285,-92.918518,8/12/2024,16:36:00,tarde,monday,verano,56.36,Cafes,Latte,5,No,soleado,mediana,11,Recurrente,Efectivo
T-987,Sur,S-16,18.173285,-92.918518,7/5/2024,20:27:00,noche,friday,verano,17.31,Tes,Te Verde,3,No,soleado,mediana,11,Recurrente,Efectivo
T-988,Sur,S-16,18.173285,-92.918518,5/6/2024,16:08:00,tarde,monday,primavera,46.29,Snacks Salados,Palomitas,4,No,soleado,mediana,11,Recurrente,Efectivo
T-989,Este,S-30,19.248558,-98.792887,8/23/2024,15:37:00,tarde,friday,verano,10.59,Tes,Te Verde,1,No,soleado,mediana,10,Nuevo,Tarjeta
T-990,Este,S-30,19.248558,-98.792887,12/27/2024,11:22:00,maÃ±ana,friday,invierno,117.24,Snacks Salados,Pretzels,5,No,frio,mediana,10,Nuevo,Tarjeta
T-991,Oeste,S-46,20.893363,-103.411872,4/20/2024,14:34:00,tarde,saturday,primavera,32.21,Cafes,Americano,5,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-992,Oeste,S-46,20.893363,-103.411872,1/28/2024,14:37:00,tarde,sunday,invierno,97.23,Reposteria,Muffin,6,Si,frio,pequeña,5,Recurrente,Efectivo
T-993,Norte,S-12,25.508897,-100.543849,3/2/2024,6:25:00,maÃ±ana,saturday,primavera,60.6,Snacks Salados,Pretzels,4,No,lluvioso,mediana,10,Recurrente,Efectivo
T-994,Norte,S-12,25.508897,-100.543849,3/31/2024,14:31:00,tarde,sunday,primavera,29.71,Cafes,Espresso,2,No,soleado,mediana,10,Recurrente,Efectivo
T-995,Este,S-34,19.676637,-99.212268,11/6/2024,10:03:00,maÃ±ana,wednesday,otoÃ±o,49.61,Cafes,Latte,6,Si,lluvioso,grande,14,Nuevo,Tarjeta
T-996,Este,S-34,19.676637,-99.212268,10/15/2024,6:11:00,maÃ±ana,tuesday,otoÃ±o,49.27,Reposteria,Croissant,2,No,soleado,grande,14,Nuevo,Tarjeta
T-997,Oeste,S-37,20.784051,-103.433094,12/27/2024,19:32:00,noche,friday,invierno,24.03,Reposteria,Croissant,1,No,frio,mediana,8,Recurrente,Efectivo
T-998,Oeste,S-37,20.784051,-103.433094,2/25/2024,7:37:00,maÃ±ana,sunday,invierno,49.92,Reposteria,Croissant,2,No,frio,mediana,8,Recurrente,Efectivo
